Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
PARKER,Pointer X,POINT (-71.1087 42.3682),42.36820,-71.10870,Mid-Cambridge
Wallis,Cocker Spaniel,POINT (-71.1013 42.3694),42.36940,-71.10130,Mid-Cambridge
Abby,Mixed Breed,POINT (-71.1534 42.3775),42.37750,-71.15340,Strawberry Hill
Denna,Mixed Breed,POINT (-71.0714 42.368),42.36800,-71.07140,East Cambridge
BUDDY,Great Pyrenese X,POINT (-71.1255 42.3864),42.38640,-71.12550,Neighborhood Nine
Powder,American Staffordshire Terrier,POINT (-71.1243 42.3861),42.38610,-71.12430,Neighborhood Nine
Figgs,Mixed Breed,POINT (-71.1337 42.3866),42.38660,-71.13370,Neighborhood Nine
Muffin,poodle,POINT (-71.1145 42.3632),42.36320,-71.11450,Cambridgeport
RICKY,POMERANIAN,POINT (-71.0936 42.3632),42.36320,-71.09360,The Port
Beacon,Husky,POINT (-71.0834 42.3718),42.37180,-71.08340,East Cambridge
Hank Aaron,Mixed Breed,POINT (-71.0951 42.373),42.37300,-71.09510,Wellington-Harrington
Mochi Kim Ortega,Cavalier King Charles Spaniel,POINT (-71.0742 42.3682),42.36820,-71.07420,East Cambridge
KC,Mixed Breed,POINT (-71.1192 42.3897),42.38970,-71.11920,North Cambridge
Roxy,Mixed Breed,POINT (-71.106 42.3663),42.36630,-71.10600,Riverside
Moxie,West Highland White Terrier,POINT (-71.1377 42.3942),42.39420,-71.13770,North Cambridge
Bomi,Australian Shepherd,POINT (-71.1086 42.3709),42.37090,-71.10860,Mid-Cambridge
Lola,Mixed Breed,POINT (-71.1548 42.379),42.37900,-71.15480,Strawberry Hill
cooper,Coton de Tulear,POINT (-71.1511 42.3805),42.38050,-71.15110,Strawberry Hill
Linus Q. Sneeze,Greyhound,POINT (-71.0899 42.3702),42.37020,-71.08990,Wellington-Harrington
COOPER,Labrador Retriever X,POINT (-71.1201 42.383),42.38300,-71.12010,Neighborhood Nine
Slimothy,Labrador Retriever,POINT (-71.1061 42.3579),42.35790,-71.10610,Cambridgeport
Breagha,Labrador Retriever,POINT (-71.1087 42.3607),42.36070,-71.10870,Cambridgeport
Chimi,Mixed Breed,POINT (-71.1295 42.3949),42.39490,-71.12950,North Cambridge
Bruno,Dalmatian,POINT (-71.1578 42.3917),42.39170,-71.15780,Cambridge Highlands
Maisie,Norwich Terrier,POINT (-71.1064 42.3687),42.36870,-71.10640,Mid-Cambridge
Bowie,Beagle,POINT (-71.1131 42.3656),42.36560,-71.11310,Riverside
Magnus,Catahoula Leopard Dog,POINT (-71.1313 42.3771),42.37710,-71.13130,West Cambridge
Duffy,Labrador Retriever,POINT (-71.0944 42.3707),42.37070,-71.09440,Wellington-Harrington
Olive,PEMBROKE WELSH CORGI,POINT (-71.1422 42.379),42.37900,-71.14220,West Cambridge
Romeo,POMERANIAN,POINT (-71.1195 42.387),42.38700,-71.11950,Baldwin
SCARLETT,Treeing Coonhound,POINT (-71.1356 42.396),42.39600,-71.13560,North Cambridge
Moose,Bernese Mountain Dog,POINT (-71.1338 42.3906),42.39060,-71.13380,Neighborhood Nine
Everest,Goldendoodle,POINT (-71.1315 42.3807),42.38070,-71.13150,West Cambridge
Walter,Mixed Breed,POINT (-71.1187 42.3908),42.39080,-71.11870,North Cambridge
MINI,Long Hair Chihuahua,POINT (-71.1374 42.3868),42.38680,-71.13740,Neighborhood Nine
Soes,Golden Retriever,POINT (-71.1212 42.386),42.38600,-71.12120,Neighborhood Nine
Ava,Lab Retriever Mix,POINT (-71.0735 42.3707),42.37070,-71.07350,East Cambridge
Sheila,Labradoodle,POINT (-71.129 42.377),42.37700,-71.12900,West Cambridge
Beau,American Foxhound,POINT (-71.0776 42.3676),42.36760,-71.07760,East Cambridge
Della,Mixed Breed,POINT (-71.1078 42.3791),42.37910,-71.10780,Mid-Cambridge
Cooper,Tibetan Terrier,POINT (-71.138 42.3798),42.37980,-71.13800,West Cambridge
Charlie,Beagle,POINT (-71.1203 42.3832),42.38320,-71.12030,Neighborhood Nine
Rogue Tremblay,French Bulldog,POINT (-71.1338 42.3911),42.39110,-71.13380,Neighborhood Nine
SUNNY,Mixed Breed,POINT (-71.1096 42.3743),42.37430,-71.10960,Mid-Cambridge
Willa,Mixed Breed,POINT (-71.1117 42.3726),42.37260,-71.11170,Mid-Cambridge
Fletcher,Bluetick Coonhound,POINT (-71.1119 42.3638),42.36380,-71.11190,Riverside
PACO,Border Collie Mix,POINT (-71.1284 42.3816),42.38160,-71.12840,West Cambridge
Cooper,Golden Retriever,POINT (-71.0845 42.3648),42.36480,-71.08450,East Cambridge
Ralph,Cockapoo,POINT (-71.1127 42.3613),42.36130,-71.11270,Cambridgeport
Scout,Labradoddle,POINT (-71.1113 42.3597),42.35970,-71.11130,Cambridgeport
Tobie,West Highland White Terrier,POINT (-71.1046 42.3575),42.35750,-71.10460,Cambridgeport
Alice,Mixed Breed,POINT (-71.1475 42.391),42.39100,-71.14750,Cambridge Highlands
Rocky,Chihuahua Mix,POINT (-71.1076 42.3575),42.35750,-71.10760,Cambridgeport
Bruno,Mixed Breed,POINT (-71.1333 42.3966),42.39660,-71.13330,North Cambridge
Hallie,Havanese,POINT (-71.1126 42.3736),42.37360,-71.11260,Mid-Cambridge
viggo,Mixed Breed,POINT (-71.1028 42.365),42.36500,-71.10280,Cambridgeport
Riggins,Cockapoo,POINT (-71.1109 42.3589),42.35890,-71.11090,Cambridgeport
Nova Sagan,Mixed Breed,POINT (-71.1293 42.3927),42.39270,-71.12930,North Cambridge
Humphrey,Pug,POINT (-71.1249 42.3917),42.39170,-71.12490,North Cambridge
Beatris,Bulldog,POINT (-71.136 42.3837),42.38370,-71.13600,West Cambridge
LULU,TERRIER X,POINT (-71.1068 42.3606),42.36060,-71.10680,Cambridgeport
Chewbacca,Mixed breed,POINT (-71.111 42.36),42.36000,-71.11100,Cambridgeport
Roxanne,Bulldog,POINT (-71.128 42.391),42.39100,-71.12800,North Cambridge
Pepper,Poodle,POINT (-71.1336 42.3964),42.39640,-71.13360,North Cambridge
Bean,Border Terrier,POINT (-71.1263 42.3815),42.38150,-71.12630,Neighborhood Nine
GIGI,Shep X,POINT (-71.1307 42.3791),42.37910,-71.13070,West Cambridge
Jigg,Welsh Corgi,POINT (-71.1487 42.3966),42.39660,-71.14870,North Cambridge
Trudy,Goldendoodle,POINT (-71.1099 42.3692),42.36920,-71.10990,Riverside
Jaxx,Doodle,POINT (-71.1098 42.3788),42.37880,-71.10980,Mid-Cambridge
Zinabou,Golden Retriever,POINT (-71.127 42.3901),42.39010,-71.12700,Neighborhood Nine
Maple,Mixed Breed,POINT (-71.1051 42.3698),42.36980,-71.10510,Mid-Cambridge
Stanley,Mixed Breed,POINT (-71.1473 42.3971),42.39710,-71.14730,North Cambridge
Zoe,Labrador Retriever,POINT (-71.126 42.3899),42.38990,-71.12600,North Cambridge
HAZEL,Weimaramer,POINT (-71.0992 42.3713),42.37130,-71.09920,Wellington-Harrington
Soda,Dachshund,POINT (-71.1355 42.3998),42.39980,-71.13550,North Cambridge
Cooper,New Foundland,POINT (-71.1375 42.3809),42.38090,-71.13750,West Cambridge
Kodachrome,Shiba Inu,POINT (-71.1013 42.3644),42.36440,-71.10130,The Port
Tasha,Labrador Retiever,POINT (-71.1368 42.3775),42.37750,-71.13680,West Cambridge
FINNEGAN,Golden Retriever,POINT (-71.1059 42.3675),42.36750,-71.10590,Mid-Cambridge
Sawyer,Mixed Breed,POINT (-71.1316 42.3923),42.39230,-71.13160,North Cambridge
Lucy,Golden  Retriever,POINT (-71.133 42.3972),42.39720,-71.13300,North Cambridge
Beanie Lee,Poodle,POINT (-71.0829 42.3709),42.37090,-71.08290,East Cambridge
Buddy,Mixed Breed,POINT (-71.1275 42.3793),42.37930,-71.12750,Neighborhood Nine
Rosie,Mixed Breed,POINT (-71.1407 42.3791),42.37910,-71.14070,West Cambridge
Archie,Mixed Breed,POINT (-71.1462 42.3932),42.39320,-71.14620,Cambridge Highlands
Pratchett,Pembroke Welch Corgi,POINT (-71.1313 42.3951),42.39510,-71.13130,North Cambridge
CASSIE,Labrador Retriever Mix,POINT (-71.1252 42.3774),42.37740,-71.12520,West Cambridge
Monty,Labrador Retriever,POINT (-71.132 42.3948),42.39480,-71.13200,North Cambridge
Emmy,Mixed Breed,POINT (-71.1407 42.3909),42.39090,-71.14070,Neighborhood Nine
Ducky Boy,American Pit Bull Terrier,POINT (-71.1384 42.3847),42.38470,-71.13840,West Cambridge
Poseidon,Mixed Breed,POINT (-71.1496 42.3781),42.37810,-71.14960,Strawberry Hill
Bodhi,Shepard Huskey Mix,POINT (-71.1168 42.3756),42.37560,-71.11680,Mid-Cambridge
Shmueli,Mixed,POINT (-71.1282 42.3915),42.39150,-71.12820,North Cambridge
Sadie,Siberian Husky,POINT (-71.1443 42.3811),42.38110,-71.14430,West Cambridge
Coco,Shih Tzu,POINT (-71.1404 42.3926),42.39260,-71.14040,North Cambridge
Zoe,Siberian Husky,POINT (-71.1035 42.3654),42.36540,-71.10350,Cambridgeport
SMUDGE,HAVANESE,POINT (-71.1489 42.3949),42.39490,-71.14890,North Cambridge
WILEY,American Water Spaniel,POINT (-71.1214 42.3938),42.39380,-71.12140,North Cambridge
Skye,Australian Shepherd,POINT (-71.0774 42.3624),42.36240,-71.07740,East Cambridge
ALI,Maltese,POINT (-71.115 42.3859),42.38590,-71.11500,Baldwin
Luna,Standard Poodle,POINT (-71.1391 42.3719),42.37190,-71.13910,West Cambridge
Zero,Boxer,POINT (-71.1049 42.3614),42.36140,-71.10490,Cambridgeport
Yoshi,Maltipoo,POINT (-71.0806 42.3658),42.36580,-71.08060,East Cambridge
Tina,American Pit Bull Terrier,POINT (-71.1288 42.3965),42.39650,-71.12880,North Cambridge
Loopy,Whippet,POINT (-71.1261 42.3899),42.38990,-71.12610,North Cambridge
Ophelia,Golden Retriever,POINT (-71.131 42.3896),42.38960,-71.13100,North Cambridge
Abby,Labrador Retriever,POINT (-71.1176 42.3843),42.38430,-71.11760,Baldwin
Navi,Mixed Breed,POINT (-71.1309 42.3946),42.39460,-71.13090,North Cambridge
Margo,Mixed Breed,POINT (-71.1088 42.3667),42.36670,-71.10880,Mid-Cambridge
Otis,Cockapoo,POINT (-71.1467 42.3775),42.37750,-71.14670,West Cambridge
Dreamer,Whippet,POINT (-71.1237 42.3925),42.39250,-71.12370,North Cambridge
ROCCO,Mixed Breed,POINT (-71.0899 42.3706),42.37060,-71.08990,Wellington-Harrington
Chunco,Mixed Breed,POINT (-71.1534 42.3814),42.38140,-71.15340,Strawberry Hill
Azorka,Mixed Breed,POINT (-71.127 42.394),42.39400,-71.12700,North Cambridge
Elsie,Pembroke Welsh Corgi,POINT (-71.0861 42.3716),42.37160,-71.08610,East Cambridge
Bob,Havanese,POINT (-71.1277 42.3853),42.38530,-71.12770,Neighborhood Nine
Trixie,Flat-Coated Retriever,POINT (-71.1237 42.3821),42.38210,-71.12370,Neighborhood Nine
Finnegan,Mixed Breed,POINT (-71.1056 42.3588),42.35880,-71.10560,Cambridgeport
Moxie,Dachshund,POINT (-71.083 42.3671),42.36710,-71.08300,East Cambridge
bion,Soft Coated Wheaten Terrier,POINT (-71.1361 42.3792),42.37920,-71.13610,West Cambridge
Arly,Shetland Sheepdog,POINT (-71.1257 42.3732),42.37320,-71.12570,West Cambridge
Pepper,Mixed Breed,POINT (-71.1297 42.3845),42.38450,-71.12970,Neighborhood Nine
SACHI,German Shepherd,POINT (-71.0965 42.3722),42.37220,-71.09650,Wellington-Harrington
Pepper,Mixed Breed,POINT (-71.1301 42.3848),42.38480,-71.13010,Neighborhood Nine
Zeus,Mixed Breed,POINT (-71.1484 42.3975),42.39750,-71.14840,North Cambridge
Shayla Exilhomme,Shih Tzu,POINT (-71.1535 42.3767),42.37670,-71.15350,Strawberry Hill
Hazel,Pembroke Welsh Corgi,POINT (-71.0977 42.3694),42.36940,-71.09770,The Port
Pepper,Mixed Breed,POINT (-71.1247 42.3769),42.37690,-71.12470,West Cambridge
Boots Rivas,Mixed Breed,POINT (-71.1257 42.3848),42.38480,-71.12570,Neighborhood Nine
Ashby,Mixed Breed,POINT (-71.1244 42.3807),42.38070,-71.12440,Neighborhood Nine
Mack,Cockapoo,POINT (-71.1083 42.3555),42.35550,-71.10830,Cambridgeport
SHEENA,English Bulldog,POINT (-71.1366 42.3823),42.38230,-71.13660,West Cambridge
Cookie,Chihuahua,POINT (-71.1151 42.3586),42.35860,-71.11510,Cambridgeport
Missy,American Foxhound,POINT (-71.1525 42.3777),42.37770,-71.15250,Strawberry Hill
Milo,Mixed Breed,POINT (-71.0808 42.3648),42.36480,-71.08080,East Cambridge
BETTY,Labrador Retriever Mix,POINT (-71.0977 42.37),42.37000,-71.09770,The Port
Oliver,Mixed Breed,POINT (-71.0815 42.3692),42.36920,-71.08150,East Cambridge
Jamie,Labrador Retriever,POINT (-71.1241 42.3875),42.38750,-71.12410,Neighborhood Nine
Canela,Cardigan Welsh Corgi,POINT (-71.1058 42.3672),42.36720,-71.10580,Riverside
Zoey,Mixed Breed,POINT (-71.1116 42.3706),42.37060,-71.11160,Mid-Cambridge
Roo,Collie,POINT (-71.0969 42.3659),42.36590,-71.09690,The Port
Olive,Dachshund,POINT (-71.1016 42.368),42.36800,-71.10160,The Port
Rumble,Mixed Breed,POINT (-71.0799 42.3734),42.37340,-71.07990,East Cambridge
Nova,Mixed Breed,POINT (-71.1051 42.366),42.36600,-71.10510,Mid-Cambridge
Nala,Mixed Breed,POINT (-71.1367 42.3862),42.38620,-71.13670,West Cambridge
Josie,Great Dane,POINT (-71.1356 42.3967),42.39670,-71.13560,North Cambridge
Porter,Mixed Breed,POINT (-71.1374 42.3986),42.39860,-71.13740,North Cambridge
Cali,Weimaraner,POINT (-71.1236 42.394),42.39400,-71.12360,North Cambridge
Rhuby,Pug / Boston Terrier,POINT (-71.0847 42.37),42.37000,-71.08470,East Cambridge
Max,Golden Retriever,POINT (-71.1157 42.3662),42.36620,-71.11570,Riverside
june,mix,POINT (-71.1236 42.3765),42.37650,-71.12360,West Cambridge
Sookie,Mixed Breed,POINT (-71.094 42.3704),42.37040,-71.09400,Wellington-Harrington
Cooper,Mixed Breed,POINT (-71.1144 42.3855),42.38550,-71.11440,Baldwin
Hugo,Dachshund (Miniature),POINT (-71.1363 42.378),42.37800,-71.13630,West Cambridge
Hickory,Pembroke Welsh Corgi,POINT (-71.121 42.3817),42.38170,-71.12100,Neighborhood Nine
Keeper,LABRADOR RETRIEVER,POINT (-71.134 42.3985),42.39850,-71.13400,North Cambridge
FINLEY,Labradoddle,POINT (-71.1324 42.3845),42.38450,-71.13240,West Cambridge
Bailey,Labrador Retriever,POINT (-71.1386 42.387),42.38700,-71.13860,Neighborhood Nine
Ash,Golden Retriever,POINT (-71.1318 42.3872),42.38720,-71.13180,Neighborhood Nine
Ben Alan Donatello,Poodle,POINT (-71.1456 42.3932),42.39320,-71.14560,Cambridge Highlands
anna,yorkie,POINT (-71.121 42.3893),42.38930,-71.12100,North Cambridge
Phoebe,Collie,POINT (-71.1057 42.3553),42.35530,-71.10570,Cambridgeport
Mishka,Portuguese Water Dog,POINT (-71.1351 42.3837),42.38370,-71.13510,Neighborhood Nine
Stone,Pitt bull,POINT (-71.108 42.3551),42.35510,-71.10800,Cambridgeport
Cooper,Mixed Breed,POINT (-71.0898 42.3732),42.37320,-71.08980,Wellington-Harrington
HARRY,Dachshund,POINT (-71.1119 42.3644),42.36440,-71.11190,Cambridgeport
QUINN,Golden Doodle,POINT (-71.1445 42.3807),42.38070,-71.14450,West Cambridge
Mona,Mixed Breed,POINT (-71.0829 42.3617),42.36170,-71.08290,East Cambridge
Loki,Golden Retriever,POINT (-71.1441 42.3955),42.39550,-71.14410,North Cambridge
MAIA,Boxer X,POINT (-71.0935 42.3678),42.36780,-71.09350,The Port
Nutmeg,Tibetan Terrier,POINT (-71.1361 42.3759),42.37590,-71.13610,West Cambridge
Xena,Poodle,POINT (-71.1253 42.3861),42.38610,-71.12530,Neighborhood Nine
Chira,Chihuahua,POINT (-71.1367 42.3827),42.38270,-71.13670,West Cambridge
Nola,Irish Setter,POINT (-71.0742 42.3682),42.36820,-71.07420,East Cambridge
Quinn,Goldendoodle,POINT (-71.1447 42.391),42.39100,-71.14470,Cambridge Highlands
Jake,Mixed Breed,POINT (-71.0837 42.3641),42.36410,-71.08370,East Cambridge
Jack,Poodle,POINT (-71.11 42.3657),42.36570,-71.11000,Riverside
Poupoune,Dachschund,POINT (-71.0989 42.3721),42.37210,-71.09890,Mid-Cambridge
Bosley,Australian Shepherd,POINT (-71.1398 42.3815),42.38150,-71.13980,West Cambridge
Enzo,Labradoodle,POINT (-71.1407 42.3738),42.37380,-71.14070,West Cambridge
Panda,Mixed Breed,POINT (-71.1408 42.3908),42.39080,-71.14080,Neighborhood Nine
Mr. Boots,Tibetan Terrier,POINT (-71.1339 42.3765),42.37650,-71.13390,West Cambridge
Annie,Border Collie,POINT (-71.1311 42.3881),42.38810,-71.13110,Neighborhood Nine
Alpha,Mixed Breed,POINT (-71.1489 42.394),42.39400,-71.14890,North Cambridge
ADDIE,Beagle Lab Mix,POINT (-71.1299 42.3843),42.38430,-71.12990,Neighborhood Nine
Olive,Pug,POINT (-71.1047 42.359),42.35900,-71.10470,Cambridgeport
LOUIS,"Dachshund, Wirehair",POINT (-71.0787 42.3702),42.37020,-71.07870,East Cambridge
Omelette,Terrier,POINT (-71.1101 42.3586),42.35860,-71.11010,Cambridgeport
Dosi,Labrador Retriever,POINT (-71.0941 42.3705),42.37050,-71.09410,Wellington-Harrington
Archie Tyrone,Coton De  Tulear,POINT (-71.1309 42.397),42.39700,-71.13090,North Cambridge
Quinn,Mixed Breed,POINT (-71.1051 42.3687),42.36870,-71.10510,Mid-Cambridge
Kya Ferber-Veeck,Goldendoodle,POINT (-71.0998 42.3692),42.36920,-71.09980,Mid-Cambridge
Blue Comet,Mixed Breed,POINT (-71.0995 42.37),42.37000,-71.09950,The Port
Cooper,German Shorthaired Pointer,POINT (-71.0988 42.3582),42.35820,-71.09880,Cambridgeport
Shelby,Mixed Breed,POINT (-71.1099 42.3756),42.37560,-71.10990,Baldwin
Harrison,Mixed Breed,POINT (-71.1538 42.3819),42.38190,-71.15380,Strawberry Hill
Layla,Golden Retriever,POINT (-71.1466 42.3972),42.39720,-71.14660,North Cambridge
Biko,VIZSLA,POINT (-71.0971 42.3573),42.35730,-71.09710,Area 2/MIT
Callaway,Mixed Breed,POINT (-71.1533 42.3832),42.38320,-71.15330,Strawberry Hill
Eco,Havanese,POINT (-71.1452 42.393),42.39300,-71.14520,Cambridge Highlands
Dae So,Toy Poodle,POINT (-71.1404 42.3936),42.39360,-71.14040,North Cambridge
CHICA,Terrier Mix,POINT (-71.1008 42.3687),42.36870,-71.10080,The Port
Capo,Labradoodle,POINT (-71.1437 42.3772),42.37720,-71.14370,West Cambridge
Cannoli,Chow Chow,POINT (-71.1197 42.3715),42.37150,-71.11970,Riverside
Bella,Dachshund,POINT (-71.0828 42.3664),42.36640,-71.08280,East Cambridge
Beau,Bernese Mountain Dog,POINT (-71.1324 42.3777),42.37770,-71.13240,West Cambridge
Nairobi,Rhodesian Ridgeback,POINT (-71.1426 42.395),42.39500,-71.14260,North Cambridge
Angus,Welsh Corgi - Pembroke,POINT (-71.0719 42.3695),42.36950,-71.07190,East Cambridge
Gracie,Mixed Breed,POINT (-71.1542 42.3804),42.38040,-71.15420,Strawberry Hill
Olive,Golden Retriever,POINT (-71.089 42.3646),42.36460,-71.08900,Area 2/MIT
Jaxx,Mixed Breed,POINT (-71.0819 42.3679),42.36790,-71.08190,East Cambridge
BELLA,Poodle,POINT (-71.1222 42.3884),42.38840,-71.12220,North Cambridge
Indy,Mixed Breed,POINT (-71.1219 42.3929),42.39290,-71.12190,North Cambridge
Pepper,Mixed Breed,POINT (-71.1168 42.3829),42.38290,-71.11680,Baldwin
Ella,Mixed Breed,POINT (-71.1224 42.3873),42.38730,-71.12240,Neighborhood Nine
Sasha,Flat-Coated Retriever,POINT (-71.098 42.3682),42.36820,-71.09800,The Port
Chica Maria,Labrador Retriever,POINT (-71.1068 42.3583),42.35830,-71.10680,Cambridgeport
Maggie Mae,Dachshund,POINT (-71.1328 42.3746),42.37460,-71.13280,West Cambridge
Roscoe,Boston Terrier Mix,POINT (-71.1545 42.3929),42.39290,-71.15450,Cambridge Highlands
Taco,Goldendoodle,POINT (-71.088 42.3726),42.37260,-71.08800,East Cambridge
Finnegette,Dachshund,POINT (-71.097 42.3696),42.36960,-71.09700,The Port
Talisker,Rhodesian Ridgeback,POINT (-71.101 42.3728),42.37280,-71.10100,Mid-Cambridge
Tucker,Golden Retriever,POINT (-71.1425 42.3783),42.37830,-71.14250,West Cambridge
Charlie Herlihy,Mixed Breed,POINT (-71.1327 42.3874),42.38740,-71.13270,Neighborhood Nine
Bella,Mixed Breed,POINT (-71.1016 42.3703),42.37030,-71.10160,Mid-Cambridge
ANGUS,HAVANESE,POINT (-71.119 42.3818),42.38180,-71.11900,Baldwin
Gracie,Mixed Breed,POINT (-71.1411 42.3827),42.38270,-71.14110,West Cambridge
Bijoux,Mixed Breed,POINT (-71.1355 42.3976),42.39760,-71.13550,North Cambridge
Kali,Mixed Breed,POINT (-71.084 42.3681),42.36810,-71.08400,East Cambridge
King,Mixed Breed,POINT (-71.0845 42.3649),42.36490,-71.08450,East Cambridge
Clarabelle,Swiss Mountain Dog X,POINT (-71.0994 42.3696),42.36960,-71.09940,The Port
SNOWY,Shih Tzu Mix,POINT (-71.1447 42.3785),42.37850,-71.14470,West Cambridge
Zorro,Mixed Breed,POINT (-71.1564 42.3941),42.39410,-71.15640,Cambridge Highlands
Nessie,Labrador Retriever,POINT (-71.1298 42.391),42.39100,-71.12980,North Cambridge
Dodger,Mixed Breed,POINT (-71.09 42.3733),42.37330,-71.09000,Wellington-Harrington
Daisy,Mixed Breed,POINT (-71.1316 42.3863),42.38630,-71.13160,Neighborhood Nine
Chalu,Mixed Breed,POINT (-71.1135 42.3613),42.36130,-71.11350,Cambridgeport
Zac,Golden Retriever,POINT (-71.0748 42.3728),42.37280,-71.07480,East Cambridge
Lupus,Mixed Breed,POINT (-71.1066 42.3705),42.37050,-71.10660,Mid-Cambridge
Atlas,Mixed Breed,POINT (-71.0741 42.3731),42.37310,-71.07410,East Cambridge
Arlo,Mixed Breed,POINT (-71.1447 42.3916),42.39160,-71.14470,North Cambridge
tui,Golden Retriever,POINT (-71.1252 42.3923),42.39230,-71.12520,North Cambridge
Bono,Cockapoo,POINT (-71.1396 42.4015),42.40150,-71.13960,North Cambridge
Poppy,Toy Poodle,POINT (-71.1267 42.3883),42.38830,-71.12670,Neighborhood Nine
Otis,Mixed Breed,POINT (-71.1286 42.3807),42.38070,-71.12860,Neighborhood Nine
Miku,Labradoodle,POINT (-71.1457 42.39),42.39000,-71.14570,Cambridge Highlands
Sage,Mini Australian Shepherd,POINT (-71.0787 42.3702),42.37020,-71.07870,East Cambridge
DAISY,Labrador Retriever Mix,POINT (-71.1401 42.3892),42.38920,-71.14010,Neighborhood Nine
Samba,Mixed Breed,POINT (-71.1177 42.3926),42.39260,-71.11770,North Cambridge
Roux,Mixed Breed,POINT (-71.1366 42.3993),42.39930,-71.13660,North Cambridge
Betty White Paws,Labradoodle,POINT (-71.1309 42.3893),42.38930,-71.13090,Neighborhood Nine
Cody,Labrador Retriever,POINT (-71.1385 42.3811),42.38110,-71.13850,West Cambridge
Boba,Chihuahua Mix,POINT (-71.1341 42.3975),42.39750,-71.13410,North Cambridge
Dryad,Labrador Retriever,POINT (-71.1211 42.3945),42.39450,-71.12110,North Cambridge
Odie,Mixed Breed,POINT (-71.1025 42.3586),42.35860,-71.10250,Area 2/MIT
Jasper,Black and Tan Coonhound,POINT (-71.1304 42.3978),42.39780,-71.13040,North Cambridge
Phoebe Mullen-Ray,Mixed Breed,POINT (-71.127 42.3798),42.37980,-71.12700,West Cambridge
Penzey,Golden Retrever,POINT (-71.1337 42.3854),42.38540,-71.13370,Neighborhood Nine
Cherokee,Lab Pointer Mix,POINT (-71.1381 42.3836),42.38360,-71.13810,West Cambridge
Kaya,Labrador Retriever Mix,POINT (-71.1129 42.3627),42.36270,-71.11290,Cambridgeport
Asta,Fox Terrier,POINT (-71.128 42.3755),42.37550,-71.12800,West Cambridge
Sammie,French Bulldog,POINT (-71.1266 42.3783),42.37830,-71.12660,West Cambridge
Seymour,Mixed Breed,POINT (-71.1087 42.3748),42.37480,-71.10870,Mid-Cambridge
Ferb,Mixed Breed,POINT (-71.1271 42.3914),42.39140,-71.12710,North Cambridge
Charlie,Dachshund,POINT (-71.0832 42.3685),42.36850,-71.08320,East Cambridge
Aquinnah (formerly Rosie),Mixed breed,POINT (-71.084 42.3674),42.36740,-71.08400,East Cambridge
Jane Cottrell,Bulldog,POINT (-71.104 42.367),42.36700,-71.10400,Mid-Cambridge
Tonks,Mixed Breed,POINT (-71.1461 42.3889),42.38890,-71.14610,Cambridge Highlands
Archie,Mixed Breed,POINT (-71.1323 42.3867),42.38670,-71.13230,Neighborhood Nine
